Atalar_sozlari|Random_Ededer
Necə baxım gözüm gəlin gözünə oxşasın?!.|377
Necəsən qanmayım atan yansın!|568
Neylərəm qızıl teşti içinə qan qusam.|272
Neylərəm o imanı ki, yarısı qardaşa yanmaya.|537
Neyləyirəm qızıl taxtı, bir qızıl baxtım olsa.|532
Neyniyəsən düz əyrini kəsəcək.|520
Nə ağacı tovla, nə iti hürdür.|126
Nə altda unsan, nə üstdə kəpək.|322
Nə artsa çiydən artar, bişmişdən heç nə artmaz.|555
Nə azğın ol asıl, nə məzlum ol basıl.|409
Nə bağım var, nə də çaqqalla davam.|987
Nə balın yeyirəm, nə bəlasın çəkirəm.|573
Nə biçinin biçirəm, nə ayranın içirəm.|130
Nə çapağım var çapam, nə bəxtim var tapam.|662
Nə çiy yeyim, nə də qarnım ağrısın.|914
Nə daş atdın ki, qolun da ağrısın.|398
Nə dərin suya gir, nə Xıdır Nəbini çağır.|536
Nə dəvənin südün istə, nə ərəbin üzün gör.|443
Nə diriyə hay verər, nə ölüyə pay.|912
Nə əkərsən, onu biçərsən.|70
Nə əmmirəm, nə əmişdirmirəm.|985
Nə gələndən üz çevir, nə gedəni qovar ol.|277
Nə işim naqabilə söz deyəm; damağına ya dəyə, ya dəyməyə.|786
Nə itələ yıx, nə çək durğuz.|927
Nə qanır, nə qandırır.|621
Nə qədər eşşəyi vardı, palan axtarırdı, palanı tapan kimi eşşəyi kürd yedi.|808
Nə qorx, nə də qorxunu ürəyindən çıxart.|718
Nə sal ilədir, nə mal ilədir, gülüm, ululuq kamal ilədir.|981
Nə söyüd ağacından bar, nə arsızdan ar.|512
Nə şaşqın ol basıl, nə daşqın ol asıl.|1
Nə şiş yansın, nə kabab.|352
Nə titrərsən, əllərim, verməyincə ala bilməzsən.|408
Nə tökərsən aşına, o çıxar qaşığına.|77
Nə ucudu, nə ortası, qırılıb qarın qartası.|983
Nə umursan bacından, bacın ölür acından.|120
Nə varlıya borclu ol, nə yoxsuldan alacaqlı.|524
Nə versən adındı, nə yesən dadındı, qalanı yadındı.|240
Nə yada sirrini ver, nə namərdə bel bağla.|776
Nə yaraşır arığa, gedə girə qoruğa?!|580
Nə yardan doyur, nə əldən qoyur.|143
Nə yaş olub sıxılmalı, nə quru olub qırılmalı.|119
Nə yatdı ki, nə yuxu görsün?!|15
Nə yatdıq, nə uzandıq, hazır oğlan qazandıq.|162
Nə yoğurdum, nə yapdım, hazırca kökə tapdım.|352
Nə zalım ol asıl, nə miskin ol basıl.|908
Nəcabət adamın zatında olar.|390
Nəciblik canda deyil, qandadı.|331
Nəfəsə Haqdan gəlir.|720
Nəfs nəfsdir, bədnəfsin adı bədnamdı.|699
Nərin dizi bağlı gərək.|204
Nisyə çaxır içən iki yol keflənər.|710
Nisyə girməz kisəyə.|662
Niyə elə yerdə yatıram ki, altıma su çıxsın?!|415
Niyyətin hara – mənzilin ora.|183
Nökər nədi, bekar nədi.|716
Nökərsən, niyə bekarsan? Aç qapını, ört qapını.|189
Növbə yetimə çatanda qaşığın dəstəsi sınar.|746
Nuh deyər, peyğəmbər deməz.|131
O baş qorxsun ki, dost yolunda dayanmaz.|723
O dağa yağar, bu dağa yağar, axırda da bura yağar.|503
O gəlsə daşla, sən get aşla.|141
O hacı, bu hacı, kim olacaq boyaqçı?!.|970
O haqverməzdi, bu haqbatırmaz.|288
O qardan bizim də qapıya yağar.|952
O qədər dövlətli deyiləm ki, ucuz şey alam.|83
O qədər küp yanında küpəçələr sınıb ki?!|918
O şahlıq dəvəsidi ki, yüklənməz.|582
O – verdiyin and, bu da buyurduğun qulluq.|70
Oba durdu köçməyə, qarı durdu gəzməyə.|138
Oba köçüb, yurd ağlayır.|117
Oba yiyəsiz qalanda donuz təpəyə çıxar.|619
Oba yox, qara yox, səndən başqa çara yox.|988
Obalar bizə, biz obalara.|699
Ocağın altdan köz, adamın altdan söz.|492
Ocaq içindən tutuşar.|441
Ocaq közsüz olmaz, gəlin sözsüz.|274
Ocaqdan kül əskik olmaz.|314
Od, düşdüyü yeri yandırar.|159
Od hər yana düşsə özünə yer açar.|213
Od olmasa tüstü çıxmaz.|364
Oddan kül törər, küldən nə törər?|775
Oddan, sudan yenə qar amannıdı.|787
Odla pambığın nə aşnalığı?!|295
Odu söndürüb külü ilə oynamazlar.|278
Oduna gedər Daşdəmir, suya gedər Daşdəmir, üzüvü yusun mürdəşir.|418
Oğlan doğdum – oydu məni, qız doğdum – soydu məni.|727
Oğlan evlənər, bəy oldum sanar.|493
Oğlanı kamal ilə, qızı camal ilə.|553
Oğru anası gah döş yeyər, gah döşünə vurar.|912
Oğru elə bağırdı, doğrunun bağrı yarıldı.|239
Oğru elə bilər, hamı oğrudur.|240
Oğru ev olmaz, ev yiyəsini evlilikdən salar.|372
Oğru əyri kolda gizlənər.|179
Oğru it xoflu olar.|959
Oğru it özünü bildirər.|570
Oğru qalana yanar, mal sahibi gedənə.|100
Oğru ol, xoşu ol, dilin olsun.|644
Oğrudan qalanı rəmmal aparar.|306
Oğrudan oğruya halaldır.|910
Oğrunu oğru əliylə tutarlar.|499
Oğruya and verdilər, evinə muştuluqçu getdi.|852
Oğul atadan görər, süfrə açar.|700
Oğul atanın kövşənin əkər.|188
Oğul düşmən qapısına aparar.|698
Oğul yönlü olsa neynir ata malını, Yönsüz olsa neynir ata malını?!|42
Oğulun əfəli qohum yerdən qız alar.|805
Oğurluğa dayın evinə get, tutulanda döyülmə.|501
Oğurluğa getsən, insafı əldən qoyma.|360
Oğurluğun əvvəli, o da ay işığında.|896
Oğurluq ilə çəngilik qırx gün gedər.|670
Oxuduğunu demə, anladığını de.|671
Oxunu atıb yayını gizlətmə.|364
Olacağa çarə yoxdur.|862
Olan yerdən olacaq.|102
Olan yerdən umarlar.|193
Olanda göz qızarar, olmayanda – üz.|267
Olar aşım suyu, olmaz başım suyu.|364
Oldu ilə öldüyə çarə yoxdur.|107
Olma gözəl, inciməyəsən.|587
Olmuş olacaqdan eyidir.|686
Orağı kürk vaxtı, kürkü oraq vaxtı alarlar.|577
Orta oyunu orta yerdə oynanar.|263
Ortada gedən dananı qurd yeməz.|590
Ortaqlı malı xalq yeyər.|452
Ortaqlı toyuqdan yalnız yumurta yaxşıdır.|421
Ortalıq qazanı qaynamaz.|431
Oruc tutma, namaz qılma, işin belə rast gətirsin?!.|957
Oruc tutmayanın oğluna Ramazan adı qoyarlar.|267
Ot öz kökü üstə bitər.|401
Ot yolun gah altında bitər, gah üstündə.|673
Otumu otdarsan, kəvşəyimi gətirə bilməzsən.|845
Otuz iki dişdən çıxan otuz iki məhləyə yayılar.|822
Ovçu neçə al bilsə, ayı da onca yol bilir.|108
Ovçu ovda, yolçu yolda gərək.|206
Ovçuya dağı nişan verdilər, ovu nişan verməzlər.|88
Ovu bərəsində vurarlar.|20
Ovurdunda yaxşı yer eləyibsən, baqqal armud versə.|743
Oyağı gözündən elər, yayağı dizindən.|244
Oynamaq bilməyən yerim dardır deyər.|78
Oynamayın, gülməyin, kəndə təzə darğa gəlib.|202
Oynaş yanınnan gəlib ər başı yarır.|363
Oynaşa umudlu olan arvad ərdən olar.|551
Oynayıram, gülürəm, heç oynaş yadımdan çıxmır.|209
Öküz cırıldamaqdan boyunduruq cırıldayır.|344
Öküz dəvəcən olanda, dəvə dağcan olar.|392
Öküz öldü, ortaq ayrıldı.|937
Öküzlüyə gön borc verərlər.|548
Öküzü durğuzub altından buzov istəməzlər.|493
Öküzü ölənə yol göstərən çox olar.|117
Öküzün böyüyü pəyədə qalıbdır.|365
Öküzün cütə getməyəni ətlik adına satılar.|483
Öküzün qaşqasını döyərlər.|976
Öküzün qocalanı dana-buzova qoşular.|858
Öl mənim üçün, ölüm sənin üçün.|143
Öldürən ox, günahkar ox atan.|801
Öldürrəm deyəndən qorxma, ölləm deyəndən qorx.|489
Ölən ilə ölmək olmaz.|281
Ölən inək südlü olur.|424
Ölən öldü, vay qalanın halına.|662
Ölənin borcunu baqqal dirilərə yüklər.|465
Ölər Koroğlu, getməz bu yerdən.|793
Ölmə eşşəyim, ölmə, yaz gələr yonca bitər.|115
Ölmək ölməkdir, xırıldamaq nə deməkdir?!|410
Ölmüş eşşəyi axtarır nalını çıxartmağa.|870
Ölmüş inək südlü olar.|822
Ölü dağı çəkilər, diri dağı çəkilməz.|868
Ölü dərdi dərd olmaz, haray dirinin dərdidi.|479
Ölü kimi ölginən, mürdəşir kimi yuyum.|554
Ölü mənimdi, ayağını yeyirəm.|371
Ölü öldü, diriyə dirilik gərək.|436
Ölüdən şeytan da əl çəkib.|90
Ölülər elə bilir, dirilər halva yeyirlər.|349
Ölüm haqq, miras halal.|926
Ölüm qaşla göz arasındadır.|490
Ölüm var ölüm kimi, ölüm var zülüm kimi.|473
Ölüm-dirim bizim üçündür.|119
Ölümdən başqa hər şeyə çarə var.|769
Ölümü görəcəksən ki, bayılmağa da razı olasan.|63
Ölümün atı çaparaq olar.|555
Ölünü öz xoşuna qoysan, vurar kəfəni batırar.|569
Ölünün böyüyü kiçiyi olmaz.|29
Ölüsü olan bir gün ağlar, dəlisi olan hər gün ağlar.|852
Ölüsü ölən kiridi, yasa gələn kirimədi.|565
Ömür qarısa da, könül qarımaz.|961
Ördək qaz yerişi yeriyəndə paçası aralı qalar.|486
Örkən nə qədər uzun olsa, yenə dolanar doğanaqdan keçər.|649
Örtülü bazar – dostluğu pozar.|314
Öyrənən ağız çərəzsiz qalmaz.|970
Öyrənməyə ar olmaz.|626
Öyündə yox urvalıx, könlündən keçir koyxalıx.|958
Öz çörəyini özgə süfrəsində yemə.|474
Öz daş-tərəzisiynən çək.|703
Öz evində başın bağlaya bilməz, özgə evində gəlin başı bağlar.|835
Öz əliylə öz ayağına balta çalır.|930
Öz gözündə bayquşun balası tavusdan gözəldir.|505
Öz gözündə tiri görmür, özgə gözündə qıl axtarır.|266
Öz köyşənində otlayan mal ac qalmaz.|506
Öz qədrin bilməyən özgə qədrin heç bilməz.|251
Öz qurdu özünü yeyibdi.|412
Öz-özünü bəyənən ağam vay!|260
Özü it oğludur, amma indi qurd basır.|197
Özü lölük olanın kisəsinin dibi dəlik olar.|36
Özü özünə elədiyini el yığıla eləyə bilməz.|396
Özü üçün yatır, özgələr üçün yuxu görür.|40
Özü yıxılan ağlamaz.|318
Özümə yer elərəm, gör bir sənə neylərəm.|676
Özün etdin özünə, külü səpdin gözünə.|710
Özündən yuxarı baxanda özündən aşağı da bax.|338
Özünə baxma, sözünə bax.|246
Özünə bir iynə, yoldaşına çuvalduz.|953
Özünə qıymadığını özgəyə qıyma.|448
Özünə umac ova bilmir, başqasına əriştə kəsir.|745
Özünə yeyər, özgəyə minnət qoyar.|540
Özünü tanımayan Allahın da tanımaz.|500
Özünü yorulmuş bilsən, yoldaşını ölmüş bil.|784
Özgə ağzına baxan ac qalar.|567
Özgə atına minən tez düşər.|634
Özgə buzovu çatı qırar.|612
Özgə danasını bağlıyanın çatısı əlində qalar.|45
Özgə evində tülküdür, öz evində aslan.|456
Özgə əlində kömbə böyük görünər.|472
Özgə qapısın bağlı istəyənin öz qapısı bağlı qalar.|792
Özgə özgənin namazın dəstəmazsız qılar.|80
Özgə özgənin ölüsün holavarnan ağlar.|551
Özgə pilovundan bizim şorba yaxşıdır.|467
Özgənin qarğası özgəyə qırğı gəlir.|758
Özgənin yaman gününə gülən, öz gününə ağlar.|380
Özgəyə quyu qazan özü düşər.|933
Padarın ulağı zağada yatar, qonağı çöldə.|70
Padşahı da arxasınca söyərlər.|511
Padşahın ayağı dəyən yerdə yeddi il ot bitməz.|44
Padşahsız nağıl olmaz.|750
Paxıl artsa, qurd artar.|695
Paxıl olma, qüssən olmasın.|611
Palaza bürün, elnən sürün.|837
Paltarın çirki yumaqla, ürəyin çirki deməklə.|592
Pambıq satan ağ itdən qorxar.|436
Pambıqçının ağ itdən zəhləsi gedər.|981
Pampağa papağı ağırlıq eləyər.|92
Papağı isti-soyuqdan ötrü qoymurlar.|92
Papaq namus üçündür.|548
Papaqçının könlü olsa, bir dəridən doqquz papaq tikər.|591
Paslı dəmirdən qılınc olmaz.|479
Payını yalqız yeyən tayın yalqız qaldırar.|600
Peyğəmbərlərdə bəs niyə Cərcisi tapdın?!|684
Pəzəvəngin axırı dərviş olar.|509
Pıç-pıç ev yıxar.|230
Pıç-pıç Mustafa xanı qaçırtdı.|262
Pilovun yağlısın yeyən yaxşı fatihə oxuyar.|347
Pinəçinin mayası iynəynən bizdi.|163
Pis günün ömrü az olar.|970
Pis olmasa, yaxşının qədri bilinməz.|523
Pis söz yiyəsinə qayıdar.|3
Pisi dalına mindir, ya dalına min, ikisi də birdir.|57
Pisliyi torpağa əkdilər, göyərmədi.|75
Pişik atası xeyrinə siçan tutmaz.|277
Pişik balasını istədiyindən yeyər.|581
Pişik balasını külə bulayıb yeyər.|152
Pişik olmayan yerdə siçanlar baş qaldırar.|595
Pişiyi dara qısnayanda dönər üzünü cırmaqlar.|170
Pişiyin ağzı ətə çatmayanda deyər qoxuyubdu.|305
Pişiyin dərdi iti öldürər.|211
Pişiyin gözü siçan deşiyində olar.|45
Pişiyin könlü samanlıq idi, it də qovdu saldı samanlığa.|10
Pişiyin qonaq yeri samanlıqdır.|586
Pitiklə donuz darıdan çıxmaz.|685
Piyada atlıya gülməsə, bağrı çatlar.|259
Piyadanın qaydasıdır atlıya gülər.|529
Polad sınar, əyilməz.|449
Pul can yonqarıdır.|69
Pul kəsəni qılınc kəsməz.|222
Pul verəndə mollanı meçiddə aldadallar.|551
Pulda vəfa olsaydı, əldən-ələ keçməzdi.|129
Pullu adamdan bəla da qorxar.|857
Pulu pul qazanar, yaxşı igid palçıq basar.|203
Pulun getdiyinə baxma, işin bitdiyinə bax.|234
Pulun verən mal alar, heç verməyən nə alar?|191
Rahat durmayan narahat olar.|768
Rahatlıq istəyən adam – kar, kor, lal gərək.|27
Ramazanda yalan deyən bayramda üzü qara çıxar.|922
Rast gəlməyən işə peşiman olma.|178
Rəhbərə yol görsətmə.|164
Rəhmət yazana, lənət pozana.|717
Rəngimə bax, əhvalımı xəbər al.|320
Ruzi həllacbazarda gəzir.|227
Ruzi qismətnən gələr.|978
Ruzi olsun, ocaqda olsun.|798
Ruzinin gələn vaxtı köpəyi yuxu tutar.|203
Sabun qara palazı ağartmaz.|642
Saçı ölünün üstə kəsərlər.|540
Sadağa qada qaytarar.|952
Sadağa saraydan çıxmaz.|896
Sadağa verən əllər dərd görməz.|431
Sağ armud sapdan düşməz.|465
Sağ əl verəni sol əl gərək bilməsin.|51
Sağ əlin sol ələ xeyri yoxdu.|689
Sağ gözü sol gözə möhtac olmasın.|793
Sağ gözü tut, sol gözdən ona işıx yoxdu.|197
Sağalsa həkiməm, sağalmasa mən kiməm?|727
Sağlığında kor Fatma, öləndə badam gözlü?!|569
Sağlığında nəydi ki, sayrılığında nola?!|602
Sağmal inək bizdə, satdıq yağ sizdə.|595
Sağsağan kəkliyə baxar, öz yerişin itirər.|955
Sahibindən qabaq bostana girmə.|224
Sahibsiz qoyunu qurd yeyər.|822
Saxla gönü, gələr günü.|716
Saxla samanı, gələr zamanı.|318
Saxsıya verə-verə çıxdı misin bahası.|70
Sakitliklə olan iş qışqırıqla başa gəlməz.|359
Saqqal feyz olsaydı, keçi şeyxlik elərdi.|342
Saqqalım yoxdu, sözüm ötmür.|753
Salam Allahın adıdır.|622
Salavat gücə bağlıdı.|769
Sallaqxana köpəyi arsız olar.|460
Saman sənin deyil, samanlıq ki sənindi.|275
Samanın tüstüsü göz çıxardar.|436
Sambalı xoş, içərisi boş.|311
Sanılı pul durumsuz olar.|252
Sap üzülən yerdən qırılar.|9
Sarı yağnan yağlayır, sarımsağnan dağlayır.|103
Sarımsağı gəlin eləmişlər, qırx gün qoxusu çıxmamış.|865
Sarsaqlar olmasaydı, yaltaqlar acından ölərdi.|288
Satdığın kimi al.|357
Savab tökülüb, yığanı yoxdur.|266
Savaşanda barışmağa da üz yeri qoyarlar.|571
Sayanın quluyam, saymayanın ağası.|129
Saydığını qoy kənara, gör fələk nə sayır.|774
Sayğısız igidi düşmən aldadar.|98
Saymaz it adam tutar.|868
Sel gətirən ucuz olar.|898
Selbəni meyvəli ağaca atarlar.|769
Sevənin gözü kor olur.|604
Sevgi od deyil, amma oddan yamandır.|124
Sevgi adamı selə verər.|285
Sevindim – quşum var! Quşum var! Aralığa çıxdı sərçə balası.|265
Seyid cəddinə arxayın olar.|614
Səbir acıdır, meyvəsi şirin.|14
Səbir ağacı hər bağda göyərməz.|668
Səbir Allahdan, səbirsizlik Şeytandan.|584
Səbir cənnət açarıdı.|699
Səbir eləyən muradına yetişər.|366
Səbir eyləyənin ağzı bal dadar.|282
Səbir eylərəm, səbir daşı, çatladı ürəyim başı.|238
Səbir ilə halva olar, ey qora, səndən.|881
Səbir-səbir, axır bir sınıq qəbir.|89
Səhər günüylə qızmayan axşam günüylə qızınmaz.|430
Səhvi dəyirmançı elər; buğda aparar un gətirər.|554
Səksən doxsan, bir gün yoxsan.|713
Sən ağa, mən ağa, inəkləri kim sağa.|591
Sən ağacı əlinə al, oğrunu it qapacaq.|608
Sən ağacı götür, suçlu özün bildirər.|821
Sən baş vurdun, mən ayaq, gəl bunu ortalayaq.|199
Sən bizim nəhrəmizi çalxala, mən gedim bəylik evinin nəhrəsini çalxalamağa.|972
Sən burda dur, yamanca, mən bir yaxşısın tapılınca!|941
Sən doğru ol, əyri bəlasın tapar.|789
Sən gördüyün ağaclar kürəkliyə kəsildi.|312
Sən gündüz gedən yolları mən gecə ilə gəlmişəm.|593
Sən haqnan ol, haqq da sənlə olar.|96
Sən ki qorxursan pişikdən, niyə çıxırsan deşikdən?|437
Sən qurd isən, al görüm, mən çobanam, vermərəm.|148
Sən məni atının tərkinə almırsan, mən səni itimin tərkinə almaram.|517
Sən mənim bir üzümü ağart ki, mən də sənin iki üzünü ağardım.|924
Sən oxuyanları mən toxumuşam.|677
Sən razı, mən razı, nə qələt eləyir qazı?!|950
Sən saydığını say, gör fələk nə sayır.|297
Sən sözü at, yiyəsi özü götürər.|635
Sən yediyini bilməsən, mən doğradığımı bilirəm.|950
Səndən ehtiyacı olanı başqasına möhtac eləmə.|480
Səndən hərəkət, məndən bərəkət.|135
Səndən qüvvətli ilə tutuşma.|563
Səndən ötrü xəstə olana sən öl.|394
Sənə güvəndiyim dağlar, sənə də qar yağarmış.|816
Səni istərəm, çox istərəm, bir gözünü yox istərəm.|988
Səni səndən soruşmazlar, eldən soruşarlar.|213
Sənin atın mənim arpamın gücünə yorğa gedir.|65
Sənin həftəndən motal olmaz.|558
Sənin üçün ya bağa yarpağı, ya quzu qulağı.|164
Səninki səndə, mənimki məndə.|462
Sənətə kəc baxan ac qalar.|16
Sənətinə kim xor baxar, boynuna torba taxar.|358
Sərçə dağdan küsüb, dağın da xəbəri yox.|599
Sərçə nədi, bildirçinə don biçə?!|568
Sərçədən qorxan gərək darı əkməsin.|755
Sərçənin nəğməsi yox, civ-civi çox.|143
Sərv ağacı nə qədər uca ola, əsli yoxdu, budağında bar olmaz.|154
Sıyıq ilə yıxılan ev aş bişir viran olsun.|306
Siçan görəndə pələngə oxşayan pişik pələng görəndə siçana dönər.|865
Siçan olmamış dağarcığı dəlir.|237
Siçana dedilər: Bu deşikdən çıx, gir o deşiyə, beş min altun verək sənə! Siçan dedi: Bunda nə var? mənzili yaxın, pulu çox?!|610
Siçandan olan torba kəsər.|804
Sidq ilə qara daşdan mətləb almaq olar.|664
Sifariş ilə hac qəbul olmaz.|63
Sirkə nə qədər tünd olsa öz qabını çatladar.|652
Sirkə-sarımsağını hesab eləyən, paça yeməz.|772
Sirr açandan el qaçar.|937
Sirrivi vermə yaruva, yaruvun da yarı var.|315
Siyavuş qanıdı – yatmaz.|251
Sizin evdə yeyək, bizim evdə oynayaq.|967
Sizin qazanınız var, biz vuraq güvəcimizi sındıraq?!|887
Soğan göyərdi, dedi: mən də bir güləm.|592
Soğan seyrək olduqca başı yekə olar.|517
Soğan yeməyibsən, için niyə göynəyir?!|5
Sonalayan ya kora, ya keçələ.|975
Sonanı göldə, tərlanı çöldə.|622
Sonradan gələn buynuz qulağı keçdi.|697
Sonrakı peşmançılıq fayda verməz.|434
Sonsuz adam dövləti çox istər.|948
Soruşan dağlar aşar, soruşmayan düzdə çaşar.|397
Soruşa-soruşa İstanbula getmək olar.|5
Sovqatın adı birdi.|829
Söhbət ki var, darı torbasıdı, deşilsə – axacaq.|773
Söhbətin şirin yerində moltanı gəldi: “Allah saxlasun!”|516
Söyləyəndən dinləyən arif gərək.|642
Söyləyənə baxma, söylənənə bax.|504
Söymə nökər babamı, söyməyim bəy babanı.|684
Söyüd ağacı bar verməz.|521
Söz ağızdan çıxıncan sənindi.|370
Söz bir olsa, zərbi kərən sındırar.|315
Söz danışıqdan keçər.|512
Söz dediyin dəmirdir, döyüldükcə uzanar.|8
Söz eşitmək ədəbdəndir.|305
Söz gəldi, məqamında de gəlsin.|494
Söz haqdan gəlir.|642
Söz ki var, bir ucu yalandısa, bir ucu doğrudu.|751
Söz odur ki, haqqa vara.|485
Söz sahibi ölsə də, söz qalır.|205
Söz sözü çəkər.|120
Söz sözün söykəyidir.|336
Söz vaxtına çəkər.|213
Söz var el içində, söz var ev içində.|1000
Söz var – gələr keçər, söz var – dələr keçər.|771
Söz var xalx içində, söz var xılx içində.|257
Söz var şahid istər, söz var şahidi özündəndi.|990
Sözə gələndə usta, işə gələndə xəstə.|158
Sözü ağızda bişir de.|187
Sözü at yerə, gedər yerin tapar.|816
Sözü deynən alana, qulağında qalana.|148
Sözü unamadan yiyəsini qınama.|673
Sözü uzadarsan, bəsdir deyərlər.|388
Sözü yerində söylə.|424
Sözün başı axırından anlanar.|359
Sözün bilməyən ağız başa toxmaq vurdurar.|841
Sözün damarı olar, çəkdikcə uzanar.|354
Sözün doğrusu dəmiri dələr.|268
Sözün doğrusunu de, atını min qaç!|405
Sözün doğrusunu uşaqdan xəbər al.|550
Sözün düzünü zarafatda deyərlər.|823
Sözün yaxşısı baldan dadlıdır.|294
Sözün yanlışı olar, yalanı olmaz.|101
Sözünü bilməyənə aşağı başda da yer yoxdu.|787
Su axar, çuxuru tapar.|614
Su axdığı yerdən bir də axar.|869
Su başdan aşanda ya bir qarış, ya yüz qarış.|461
Su başdan bulanıqdır.|928
Su bulandırmaqla balıq tutulmaz.|224
Su bulanmayınca durulmaz.|339
Su çəkən də mən olum, bərə gəzdirən də?|481
Su çıxmaz arxa cuvar qoydular, adımı da qoydular yarıtmaz.|821
Su da bir yerdə qalanda iyiyər.|101
Su gəldiyi arxa bir də gələr.|152
Su girdi qaba – oldu içməli.|574
Su hər şeyi təmizlər, üz qarasın təmizləməz.|355
Su ilə odun nə oyunu var?!|209
Su kiçiyindir, yol böyüyün.|315
Su meymunun boğazına çıxanda balasını ayağı altına alar.|919
Su murdarlıq götürməz.|100
Su özünə yol elər.|972
Su sənəyi suda sınar.|316
Su yatar, düşman yatmaz.|825
Suda boğulan ilana sarılar.|838
Sudan ayrılan balığın oddan nə qorxusu?!|187
Susuz it kəhrizə baxar.|164
Suyu ağaşlı yerdən, qızı qardaşlı yerdən.|119
Suyun əvvəli bulantı gələr.|723
Suyun lal axanından, adamın yerə baxanından.|280
Suyun yavaşından qorx.|840
Susmaq da bir cavabdır.|628
Sübhün açılmasını xoruz anlar.|21
Süd ilə girən sümüklə çıxar.|544
Süddən ağzı yanan qatığı üfləyə-üfləyə içər.|978
Südə gəldiyi yetməz, sərnici də dalında tutur.|625
Südlü inək ol, vur dolu sərnici dağıt.|656
Südlü qoyun sürüsündən çıxmaz.|547
Südün qədrini qısır əmən dana bilər.|55
Südünə kəm baxanın gözlərinə ağ damar.|583
Süfrədə əlini saxla, məclisdə dilini.|478
Süfrənin başı-ayağı olmaz.|852
Sürü axsaqsız olmaz.|108
Sürü çobansız olmaz.|58
Sürü qoyun sizdə, satdıq yağ bizdə?!|347
Sürü sənə qurbandır, amma çəpişin biri bir tümənə.|339
Sürü tama, dərd adama çövşüyər.|652
Sürüdən ayrılan qoyunu qurd yeyər.|153
Sürüyə qurd gələndə vay bir keçisi olanın halına!|495
Şad günün dostu çoxdu.|986
Şadlığına şitlik eləmə.|63
Şah Abbasa yaradı, keçəl Abbasa yaramadı?!|841
Şah bilər, şahsevən bilər.|17
Şah da bilir Şirvan sünnüdür.|193
Şah Xudabəndə, səninki səndə, mənimki məndə.|205
Şah-şah dediyim öz canım üçündür.|339
Şahın da dəvələri ayaqyalın gəzər.|102
Şahın ürəyi Allahın əlindədi.|416
Şahsənəm oğlan doğub!|755
Şalğam şorbasında turp özünü yağ sanar.|281
Şam ağacından ağıl olmaz, el oğlundan oğul olmaz.|804
Şam bahadı – korun nə vecinə.|393
Şey qurdlayar – duz səpərlər, duz qurdlayar – nə səpərlər?!|804
Şeytan başqa, cin başqa.|780
Şeytan çox bildiyindəndi bir gözü kor olubdu.|615
Şeytan əzabda gərək.|31
Şeytan getdi, meydan bizə qaldı.|901
Şeytan karxanası boş qalmaz.|441
Şeytan olmasa qurd qoyunla gəzər.|455
Şeytanın dostluğu dar ağacına qədərdir.|571
Şeytanla şərikli buğda əkən saman biçər.|410
Şəfa Haqdandır, həkim könül xoşluğu.|763
Şəfa verən ağıdan da verə bilir.|465
Şəhər burclu-qalalı gərək, igid başı bəlalı.|102
Şəhəri gördün gözü qıpıq, sən də ol gözü qıpıq.|759
Şər deməsən, xeyir gəlməz.|245
Şərik yaxşı olsaydı, Tanrı özü üçün tutardı.|710
Şərikli qazan gec qaynar.|545
Şərti şumda kəs, xırmanda yabalaşma.|76
Şıqqıldatmağa qozum var, cırıldatmağa bezim.|894
Şir gərək pəncə vura şir ilə.|293
Şir qocalanda özünə gülməyi gələr.|769
Şirin dil ilanı yuvasından çıxardar.|781
Şirin dil yüz evi yeyər, acı dil bir evi yeyə bilməz.|840
Şirin sözün şirin də cavabı olar.|272
Şirin-şirin yeməyin acı-acı qusmağı da var.|524
Şirincə gəl, şirincə get.|485
Şor yer sünbül gətirməz.|806
Şoranlıqda eşşək tapdın, erkək-dişiliyin axtarma.|872
Şor yeyən suya gələr.|304
Şordu, şor deyirəm.|469
Şöpərək gecə gəzər, gündüz gəzməz, elə bilər özü bilər, özgə bilməz.|337
Şux tərlan yerində cürə bağlanıb.|370
Ta yeməsən bilməzsən.|678
Taxça mənə qaldı, Şeydalı, boxça mənə qaldı, Şeydalı.|507
Taxçadakı qarnında, boxçadakı əynində.|493
Taxt mənimdi, üstündə yatmıram, altında yatıram.|710
Tamahkarı yalançı aldadar.|400
Tamarzıdan al, öyrənmişə ver.|574
Tanrı dəvəyə qanad versəydi, yıxmadığı dam qalmazdı.|249
Tanrı verən dövləti bəndə ala bilməz.|609
Tanrıdan gəlməsə, bəndədən nə gələr?!|708
Tapan tapanın olsa, çöldə çoban bəy olardı.|314
Tarı ac istəyəni bəndə doydura bilməz.|732
Tarı bilir kim qazana, kim yeyə?!|542
Tarı bir yandan bağlasa, bir yandan açar.|570
Tarı eşşəyi tanıyırdı buynuz vermədi.|605
Tarı qarğıyanı peyğəmbər əsası ilə döyər.|906
Tarı mənəm, yağmanam.|866
Tarının günü bir çuval darıdan da çox.|373
Tarısın tanımayandan sən nə umursan?!|236
Tarlada izi olmayanın süfrədə üzü olmaz.|252
Tat ata mindi, Tanrısın tanımadı.|291
Tava dəlik, tas dəlik, boş da gəldi üstəlik.|55
Taylı tayın tapmasa, ah-vayla keçər günü.|20
Tazı heyiz olanda dovşan kənd qırağında gəzər.|875
Tazının heyizliyindən dovşan samanlıqda doğar.|38
Tazının topal olduğu dovşanın qulağına yetişib.|518
Tazının yiyəsi varsa, dovşanın da Allahı var.|83
